,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
287,NOP56,BRK1,FAM207A,LCK,CAP1,AKR1A1,CCDC107,RNF10
288,P2RY8,TSC22D4,RPS15,ERGIC3,SQSTM1,LAMTOR4,SULF2,SENCR
289,WHSC1L1,RP11-211G3.2,EIF5A,TMEM165,TMEM230,ENY2,YIF1B,SSR4
290,PSMD4,EIF3D,RGS2,BTN3A2,TMEM9B,PDCD5,TRAF4,NDUFS5
291,NR3C1,POLR1D,TKT,ACTB,PSMD7,RAB2A,PSMB8,THYN1
292,TNFRSF4,GSTO1,GRB2,FAM98A,SEPT7,DUSP6,ANP32B,MPC2
293,LPAR6,ZSWIM7,MRPL48,TECR,CD69,COX6B1,ATP5D,MMP24-AS1
294,PTGER4,GNAS,RPS24,NANS,PDLIM2,TMSB10,DPP7,SH3BGRL
295,NELFB,NMI,NAAA,PLEKHA3,ITGB1BP1,ARL4A,RBM39,RAB27B
296,TALDO1,C11orf73,DECR1,GZMM,SH2D1B,MX1,IMPA2,H1F0
297,MRPL23,TKT,HIGD2A,FXR1,TMEM173,NACA,ST3GAL4,U2SURP
298,HNRNPA0,PSMD7,CCT4,HSD17B11,IFNG,ARHGEF1,NUBP1,GMFG
299,CNBP,CCDC23,PARP1,ECHS1,LAT2,TMEM123,MTPN,SMIM5
300,RP11-291B21.2,RENBP,TMEM9B,CHCHD7,ATP1B3,TPGS1,FES,MOB1A
301,HSPA8,EIF4EBP1,WHSC1L1,RPS19BP1,ASCL2,PARVG,NDUFS6,THAP11
302,APEX1,TMEM147,EHD1,NDUFA6,SYF2,DDIT4,KRTCAP2,TMEM9B
303,NDUFA1,SIRPA,NCOR1,PSMD8,HBA1,SIVA1,CCNL1,IMPDH1
304,TMC6,ODF3B,LCN8,C11orf48,GOLGA7,IDO1,SPG11,ATP2A3
305,TXNDC12,THOC6,CBL,CD8B,SRRM2,FRG1,LAP3,UBL4A
306,ANKRD12,IFNGR1,REL,SUN2,BCAP31,ENHO,NGLY1,VASP
307,OPTN,RSAD2,BTN3A2,LINC00116,ORAI1,PSMD11,DNAJC7,CMPK1
308,PRPF19,RGCC,BLK,OS9,FKBP11,IRF1,CCND3,JUND
309,ARHGAP30,COQ7,DGKA,CMPK1,MARCKSL1,APEX1,RNF5,PACSIN2
310,C19orf60,PRAM1,MAF1,CCSER2,ESYT1,MT-ND4L,OFD1,IFRD1
311,YIPF4,AGTRAP,NDUFS7,EID1,TCF25,IK,SUB1,RSPRY1
312,EPSTI1,ADSL,SMS,NKAP,RPS21,CLEC2B,RASSF4,CCNG1
313,USP33,HIST1H1C,TMEM156,CHMP1B,PSMD8,TPMT,MRPS7,GNAZ
314,YWHAZ,PGK1,RPS25,RPS27,DRG1,VBP1,ALKBH7,MRPL21
315,BZW1,SOCS3,MAP3K8,PHB,SKP1,MFSD12,PTPRC,TPI1
316,CD27,NDUFB8-1,PYCARD,PRR13,BCAS2,NUP214,DHRS7,TAX1BP3
317,VASP,TMA7,PSMC6,ATRAID,LAMP1,C1orf123,SMIM5,ITGB3
318,PSMB10,TIMM17A,NUP54,FLOT1,MAP2K3,VAMP2,CUEDC1,ANKRD10
319,NPM1,MRPS12,PBXIP1,ILF2,RTFDC1,ACADVL,TOR3A,YY1AP1
320,RBM3,QPCT,BTF3,YWHAB,MIR142,METRNL,CXCR4,EIF4G2
321,FYN,SERTAD3,EZR,SSU72,PCBP2,DDX50,VPS51,C19orf43
322,STX8,FLNA,ZNF207,CD3E,SH2D2A,MYOF,TIFAB,FAXDC2
323,EMC4,RPS15A,PPHLN1,SSBP4,YWHAZ,TMSB4X,C20orf24,NDUFA4
324,XRRA1,HMOX1,KIAA0125,TC2N,APOA1BP,CNBP,RGS19,SPCS3
325,MOB2,ARHGAP9,TLR10,GPKOW,LITAF,TAF10,GYG1,PTPN6
326,GLOD4,GIMAP7,SMAGP,CAP1,SPPL2A,EIF4G2,COX5A,P4HB
327,PIK3IP1,VIM,C11orf58,RNF126,MSN,ADRBK1,GINM1,FHOD1
328,NHP2,SERPINB6,LINC00936,TBC1D1,GTF3A,LCP1,ZDHHC12,UBXN11
329,MORF4L1,TXNL1,RPL26,TOB1,PTPRC,MGST3,MT-ND5,RIOK3
330,SAMHD1,S100A12,WBP2,SNX5,LAIR1,ACTR3,SFPQ,PRKCSH
331,ATP5D,DGCR6L,CAMK1D,ARL4C,AURKAIP1,C1orf63,CD1C,MBNL1-AS1
332,STT3A,CRIP1,CASP4,RP11-220I1.1,LRCH4,PPP1R9B,PQBP1,GATA2
333,GSTK1,LMNA,PIM2,RAB9A,LPCAT1,RAB4B,ARPC5L,SF3A1
334,ORC4,LILRB3,TSPAN13,RPN2,STMN1,TNFSF10,IFNAR1,SCFD2
335,STK10,STX11,ANXA7,LETMD1,CD96,CKB,ZBTB7A,CISD3
336,NUDT1,JUN,ATP6V0E1,AAK1,SLC38A2,LSM1,DAD1,EIF2AK1
337,TUBA4A,SSR3,ENSA,HOPX,JTB,NCL,SOX4,AP2S1
338,DDX50,COA6,TPM3,STXBP2,PRDX1,MAFB,FOSB,COX6A1
339,OAS1,HLA-DMB,HOOK2,DUSP23,TXNIP,CUTA,IRAK3,MTFR1L
340,EIF4B,PPM1G,CALCOCO2,COA4,KAT6A,FGL2,TNFAIP3,LCN2
341,CDKN1B,AOAH,BCAS4,TOMM7,IFT20,PSMG2,GLRX5,ABTB1
342,ALKBH5,TMEM141,NFKBIL1,NSG1,GRHPR,C9orf16,PDCD6,MLH3
343,SRP72,CD1D,COPS6,SNRPG,ATP5SL,TAX1BP1,SPCS3,MRPL20
344,VDAC1,ATF6,SMIM11,DDX5,PAIP2,ATP5A1,EMC10,GABARAPL2
345,SEC61G,SF3B1,NAT9,EVI2B,PSMD9,VCP,MYD88,CMIP
346,DCTPP1,ERI3,NDUFS2,RAB11B,ENSA,DCTPP1,RPL27,MFNG
347,PPIG,SERP1,RPL38,DIAPH1,NOP10,TXN2,ATXN2,PDZK1IP1
348,RAB34,SUMO1,CTSH,METTL23,HLA-F,CCT6A,RPS14,ARL5A
349,LINC00176,CITED2,UNC119,GSTK1,GLO1,BSDC1,LARP7,TESC
350,CDC40,ARHGEF40,TIFA,YME1L1,EPC1,DEK,MLEC,TMCC2
351,HDAC1,NCKAP1L,TCF4,TRIAP1,ARL6IP4,SHISA5,BLOC1S1,NPM3
352,LSP1,KAT8,DDX24,SYNE1,TMEM104,SPAG7,RABGGTB,RP11-1143G9.4
353,MAEA,DNAJC7,LIMD2,CHCHD5,NHP2L1,ALKBH7,MIF,SEC14L5
354,PMAIP1,PTPRA,LSM7,UQCR11-1,CARD16,GLTSCR2,TCEA1,TMEM109
355,COX8A,AUP1,RBM17,TEX264,TARDBP,DAP3,PLK3,TUFM
356,COX16,MAP3K1,HIRA,METTL5,RPL34,IRF9,RGS10,CD151
357,GNG5,AIP,LUC7L,CASP4,TMBIM4-1,SNX17,FBXO6,EDF1
358,SUPT4H1,HNMT,UPF3A,ZBTB8OS,RASGRP2,NFATC2IP,DHRS4L2,CAMTA1
359,SAMSN1,PTOV1,GID8,POLDIP2,PLA2G16,FMNL1,SLC15A3,CHMP2A
360,TUFM,SRM,RALGPS2,SPOCK2,CCDC28B,EMC4,DCXR,KIAA0513
361,NMRAL1,SPG21,IL6,MYL6,SRSF4,LGALS1,CD33,TMEM261
362,DGCR6L,YBX3,U2AF1,ARPC5L,CYTIP,MRPS15,UQCRQ,ALOX12
363,GPBP1,ARPC3,NFKB2,CLEC2B,IRF7,TMEM258,FUT7,COTL1
364,ARHGAP15,MRPL54,ATP6V0B,DDX19A,BUD31,NUCKS1,C10orf54,YIF1B
365,ARHGEF1,TMEM173,TNFRSF13B,POLR2F,KIF5B,THRAP3,ATRAID,CTDSPL
366,IMPDH2,CXCL2,ITGA4,WDR83,ARF5,SHMT2,RAB5B,BSDC1
367,CCZ1,PLCB2,ATP1B3,REST,CMTM3,PAIP2,NUP210,SERPINB6
368,CD47,NDUFA8,TMEM2,ALDOA,CCT7,GGNBP2,PFDN2,ZFP36L1
369,RPL5,ALKBH5,THAP7,GABARAP,CCT8,LPCAT1,AMICA1,PSTPIP2
370,EIF3G,ZNF277,ZNF3,TLE4,PPP3CC,ATP6AP2,RRBP1,ARG2
371,RAB2A,ANAPC5,RP11-347P5.1,ARL14EP,SHARPIN,NOL7,TMEM251,CD68
372,SNHG15,NCF1,ASF1A,SEPT7,NPRL2,RPL26,IL6R,PHPT1
373,OGG1,C11orf83,MTPN,SMDT1,CTDSP1,PSMB9,ACP1,MTDH
374,ZYX,MRPL32,ATG10,PLEKHF1,TMEM41A,SAMHD1,DNAJC4,APP
375,ITM2A,MARCKSL1,ARID5B,ACBD6,BSG,GBP2,NHP2,NHP2L1
376,KLF6,ATP5J2,CHCHD10,SDHAF2,MOB3A,HMGA1,AMD1,LINC00152
377,CCDC85B,SCCPDH,PPDPF,DOK2,MAF1,TRIM5,BRD4,NBPF10
378,ITGAE,MARCO,ZFAND6,TAF7,RPL27A,PRKCB,ALG2,TUBB4B
379,PPT1,PSMF1,GDI2,TMEM147,YPEL5,ALKBH3,TPM2,C1orf198
380,KLHL6,XRN2,MRPL16,SETD3,ERH,MYO1G,BZW1,MPST
381,MRPL18,RPLP0,ATP1A1,GAPDH,SLFN12L,C17orf62,LAMP5,TXNL4B
382,PSMD13,UQCRC1,MDH1,CYB5A,CSNK2A1,MRPL23,TBCA,TPTEP1
383,BTG2,EVI2A,ERICH1,SMAD2,RAC1,DDX23,BZW2,LINC00938
384,APBA2,PLAUR,HIST1H2BK,AC092580.4,EIF2S1,CD47,UBE2D2,NEXN
385,SENP6,OCEL1,GADD45B,ENO1,INPP4A,NDUFS5,ATP6V1F,KLF9
386,WIBG,SLTM,STK4,GMPR2,PTGDS,ZFPL1,STRAP,C10orf54
387,ITGA4,SDF2L1,IFI30,C16orf13,TXNL4A,GTF2A2,USP7,hsa-mir-1199
388,SOD2,RP11-139H15.1,HHEX,GLTSCR2,ACP1,CAPNS1,YIF1A,EMC3
389,SRSF7,MYCL,ARPC1A,PLEK,DDX39A,UQCRFS1,BLNK,FAM65B
390,LEF1,BAG1,ANP32A,S100A11,DCTN2,CCL4,PRCP,PYGL
391,TMEM230,SCPEP1,MRPL28,AP2S1,DDX17,RBX1,MEN1,KIF2A
392,ZNF688,CD300C,LY6E,SFPQ,KLRC1,FDX1,DNAJA1,TIMM13
393,SEP15,EMC7,CSK,CNTRL,LGALS1,TPGS2,C14orf2,SERPINA1
394,LIMS1,RAB28,SHMT2,RBM14,IDH2,CTSL,MGAT1,ATPIF1
395,LYRM2,SEC62,EMP3,ADSL,SPN,C1QC,CDC37,RPL37A
396,CRIP2,SUCLG2,DEXI,PUF60,WDR83OS,ATP5C1,BANF1,SIAH2
397,SRRM2,SLC2A6,DEGS1,NDUFB10,RNF187,GRINA,GALK1,TMEM50A
398,USP30,CORO1B,ADD3,NPM1,SERPINB1,IDH3A,C19orf10,MSN
399,PTOV1,SEC61A1,TMEM154,KPNB1,HMGN1,SARS,CLTB,LYPLAL1
400,ZFAND2B,IDI1,CLK1,HN1,DDB2,COPS5,TMED9,SNX6
401,ARL6IP4,RNPS1,SEPT1,DUT,CAPZA2,PSMB8,CCNB1IP1,SERP1
402,NOC4L,CYTH4,PARL,LAG3,STIP1,C21orf33,PPT1,GSN
403,TXK,NEU1,GNAI3,BAX,SEPW1,PAF1,SYNGR1,PTGIR
404,SLC38A2,ILF3-AS1,CD180,MRPS14,TSSC4,XAF1,IL3RA,R3HDM4
405,EEF1G,NCOR1,TMEM50B,SLBP,ARHGAP25,CIRBP,POLR2E,CHST12
406,SNRNP200,NDUFV3,BLOC1S2,RABIF,RAB7L1,ATG4B,MTCH1,C7orf49
407,OLA1,PNKD,ARL2BP,IFRD1,HDDC2,EEF1B2,RPRD2,CLIC4
408,TRPV2,CSF1R,ACTR3,PTP4A2,PPIB,LEPROT,NDUFB10,DRAP1
409,DSCR3,HNRNPD,EIF1B,SH2D2A,MYH9,PIK3IP1,PTCRA,SERPINE2
410,SPG21,CHAF1A,XBP1,PDAP1,SRSF9,C19orf70,TPP1,MX1
411,EEF1E1,RPA2,KIAA0930,PSMB3,SNRPE,BST2,MED28,ANKRD9
412,BTN3A3,PRDX5,MRPL43,ATG3,IDH3B,PTPRE,RHOG,PRKAR1A
413,FBL,PAFAH1B2,FMNL1,EPB41L4A-AS1,LYRM2,ATP6V0B,SERINC2,RDH11
414,DGUOK,RNF114,DRAM2,ISCA1,SET,CHMP2A,MSRB1,MIR4435-1HG
415,CWC15,TRIM28,RCN2,YARS,TMEM208,EIF4E2,TMEM203,WIPI1
416,HSPE1,TCF7,ZNF331,NDUFAF4,IDH3G,UQCRB,NDUFS7,YY1
417,PPP2CA,RAB4A,PNN,DDIT3,TNFAIP3,HAGH,MAGOH,CHMP1B
418,YTHDC1,RRP7A,ACBD3,DEF8,N4BP2L1,MS4A4A,RNASEH2C,COMMD5
419,PRKRA,CAPZB,SLC25A24,CD53,PSMA2-1,GIMAP6,TAF11,ARF5
420,HMGN3,ARRB2,HBP1,HINT1,C15orf61,GNPAT,DYNLL1,SNRPD3
421,SMIM11,PFDN6,NDUFB5,MGRN1,GHDC,FUS,PTPRE,TNNC2
422,KIAA0922,PFDN2,KMT2A,TUBG2,SPAG7,MVP,SH3BP2,CTTN
423,API5,LFNG,DAZAP2,PFDN6,RP11-66N24.4,AIMP1,RAB1B,ANP32B
424,HSD17B10,MLX,CAMLG,CLTB,CTSA,TBRG1,PFKL,AC078883.3
425,CNDP2,RBCK1,MBD4,POLR2K,UQCRH,SGK3,PRKCSH,RABIF
426,RIC3,SPINT2,STXBP2,MRFAP1L1,MARCH2,GPBAR1,TNFAIP2,FCGR3A
427,RGS19,CWC15,BLNK,ZNF581,UNC50,RBM8A,TMEM59,TBC1D22A
428,C2CD4D,NDUFS8,NGDN,GLRX,UXT,ARNTL,CTBP2,SPRYD4
429,SSR4,NUMB,PBDC1,ATP5B,GPATCH4,LRP1,RPS28,RNASEH2C
430,MOAP1,DNPEP,GGA2,LAMTOR4,APOBEC3C,C5orf56,FBXW7,FURIN
431,DCXR,CNOT2,CTC-459F4.3,ARPC1B,PHPT1,TRNT1,ATIC,BNIP3L
432,LSM14A,DECR1,KCNG1,RBM4,ARL2BP,TCIRG1,TMEM167B,RAB11A
433,ATP2B4,RPS4Y1,ICAM3,DTD1,ZNF83,ANXA6,TCF25,LSM1
434,DEDD2,MZT2A,ERGIC1,MTDH,USMG5,IAH1,EPC1,HDGF
435,DPF2,LACTB,ATF2,OTUB1,GLG1,MAP3K3,ZNF296,MAP1LC3B
436,HK1,GGCT,KXD1,AIM2,TAPSAR1,SNW1,NSUN2,RP11-254F7.2
437,HSF1,USP15,DNPEP,UQCR10,RAN,COMMD5,SIRT2,TCEB2
438,TTC14,SRI,RP5-887A10.1,NDUFA7-1,MSH3,CDKN1C,RP11-489E7.4,TBC1D20
439,EIF3H,CDS2,LSM10,THOC7,UBE2F,KDELR2,SEC13,PVALB
440,CCT3,TRAPPC2L,PEX3,CMC1,NFU1,EIF3L,C20orf27,PPCDC
441,CHRNB1,VDAC2,DCAF8,LBR,ATF6B,GMFG,DNMT1,TRAM1
442,UBE2L3,PSMB4,BECN1,CNPY3,ENO1,SLC31A2,ATP5B,BICD2
443,LARP7,SCAF4,USP6NL,NUDC,TMC8,RASAL3,NDUFB8-1,SELK
444,MRPS18C,AP2B1,ATP5L,RPL19,TAF9,NT5C,FAM20B,NASP
445,SMARCA4,SQRDL,CTC-228N24.3,TSEN54,ALKBH7,GZMA,HNRNPC,ANK1
446,FMNL1,PSMC2,TIMM22,TMEM14C,SEC61A1,IL12RB1,YWHAZ,SRM
447,FBXO3,ELP5,TREX1,ATG5,CBFB,C11orf21,LINS,LRPAP1
448,PCNA,P4HB,SNX10,RNF139,SH3GLB1,METTL23,XAF1,RAC1
449,TGFBR2,STOML2,CYTIP,ILF3-AS1,TMEM243,PSMA3,PSMA3,RAB8A
450,APH1A,HDAC1,DNAJC10,SEC11A,WDR1,LENG8,MX1,STOM
451,PRKACB,PDCD2L,ZNF92,ZBED5,ITGAE,PIK3AP1,ATXN10,MPG
452,RCAN3,USP4,MYC,CCNH,SLC9A3R1,TPD52L2,COX7C,NLK
453,SNAPIN,RP11-796E2.4,ABHD13,SZRD1,ERBB2IP,PSIP1,EMP3,PHB
454,NDUFB4,SHKBP1,SCOC,ECH1,PSMA6,C4orf27,PEF1,TOPORS-AS1
455,CXCR3,ELOF1,KRAS,ANKRD36C,KLF12,ARIH2,SVIP,PLEC
456,ARHGDIA,TGFB1,STRBP,EZH1,PLEKHB2,TSPAN32,HLA-B,ISG15
457,CNPY2,TRAF3IP3,C12orf10,SNHG8,UBE2N,HSH2D,MRPS21,KCMF1
458,BPGM,OSTF1,CCDC57,VPS29,TSC22D4,SH2D3C,SLC25A3,ACP1
459,MAGEF1,VCAN,ARHGAP4,SLC25A5,KIR3DL2,ASNSD1,MPHOSPH8,TNS1
460,TRMT10C,PRKAR1A,CTA-250D10.23,AIM1,SASH3,HDDC2,CARD11,CARHSP1
461,ZC3H14,TBXAS1,DOPEY2,PET100,GRAP2,NAPA,UBE2Q1,ABHD16A
462,NR1H2,CCNL2,EWSR1,MRPL14,SRSF1,PGP,ARL6IP6,OPA1
463,HAUS7,TMEM167B,SNW1,YPEL3,RCN2,TTYH3,DNAJC1,ARMC10
464,SHISA5,POMT1,IQSEC1,C17orf49,PRR5L,CD302,MAF1,MAP7D1
465,BTF3L4,LCK,CRNKL1,DHX30,BZRAP1-AS1,ADA,ETHE1,KCTD20
466,ATP5C1,PGRMC2,FGFR1OP2,ZNF836,IRAK4,MCRS1,STX4,SWI5
467,TRIM39,SPTLC2,EIF3L,PNISR,LAMTOR1,U2AF1,NDUFA2,UPF3A
468,FIP1L1,ZFAS1,LINC00938,SLFN5,PPIG,ARL5A,MTHFD2,PPCS
469,NSA2,SAR1B,GRAP,CD160,TPT1,HN1,PICALM,CTDP1
470,GBP2,HMGN2,DAPP1,TIMM17A,RNF115,BAG5,CCDC69,RILPL2
471,CDC73,IFRD1,TRAPPC12,BLK,MAPK1,EIF5AL1,SDHAF2,MT-CO3
472,ICAM2,CHMP2B,USMG5,MPC2,SHKBP1,CD68,POP7,CCAR1
473,CSNK2B,PSMA1,TRA2A,SUMO1,INTS10,VGLL4,BABAM1,ATP5B
474,IFIT1,PSENEN,VPS72,RFNG,BCL11B,NXT2,COX4I1,SSH2
475,IDH3B,CD93,FCGR2A,CHCHD10,CHST12,KDM3B,MRPS14,NUP62
476,ELOVL5,WAPAL,USP8,CKLF,PPM1K,LILRB4,APRT,TIMM17A
477,TCF7,MT-ND5,PMAIP1,SERP1,GRB2,ADH5,KLRG1,MFF
478,MVP,CDK5RAP3,BCL7A,WIPI2,FDPS,PITPNM1,MEF2D,ARL6IP5
479,LRCH4,SEMA4D,AIMP1,TSPAN3,SNRPA1,SFT2D1,RPL13,ARHGAP6
480,CNOT8,WSB1,ADH5,NUDCD2,CUTA,CLSTN1,NDUFA1,FRMD3
481,NCL,WDR45B,UPF2,MPRIP,MRPS6,PTP4A2,UGP2,UBAC2
482,PHF20,PDAP1,TEN1,TGFBRAP1,BEST1,CSF2RB,TRIM41,ROGDI
483,CORO1C,CUTC,CFLAR,AQP3,DPM2,C16orf87,TTC17,WBP5
484,SPG20,SNORD3D,ARAF,C18orf21,PDHB,DESI1,LDHB,VEZF1
485,DNTTIP2,CCDC47,GPR18,ZDHHC6,RTF1,CNDP2,IRF2BP2,CFL1
486,RASSF5,SORL1,CWC25,VPS37A,HAGHL,CNIH4,TMEM256,P2RX1
487,PRPF40A,BANF1,EIF5AL1,AK2,CYTH1,CEACAM4,GOLT1B,PCID2
488,SF3B5,MANBA,CYBB,RRP15,PSMA5,GHITM,TIMMDC1,RPS19BP1
489,RHOG,SEMA4A,PHF14,TTC38,PATL2,PANK2,APEX1,C6orf226
490,DDA1,SPSB3,MED29,NONO,INPP5D,LINC00309,CPSF6,CLTA
491,ATG12,SRP14,RP11-428G5.5,FAM173A,FRG1B,TSTA3,C2orf68,EPB41L3
492,LMNA,MTIF3,TPD52,NOB1,LNPEP,COMT,HDDC2,ATP9A
493,PLK3,OSTC,ACP5,UBE2E1,HNRNPU,LEPRE1,H2AFV,NDUFA6
494,TXN2,LINC00847,MRPL52,UBE2I,BPGM,ORAI3,PSMB3,SF3B4
495,EPS8L2,KDELR1,SMC6,GADD45GIP1,CTSC,METTL3,SRSF4,COX6A1P2
496,SORL1,PDCD6,TAP2-1,PNKD,PTGER2,BTG2,PKM,FYB
497,ATP6V1B2,PDHB,SMCHD1,B4GALT3,MRPL49,RRP9,FUOM,FSTL1
498,SON,FOSB,MPP6,RPS6,TRAPPC1,C9orf78,BCL11A,MYLK
499,RNF6,COX14,NT5C,CEBPD,CD244,PILRA,UQCR11-1,HMG20B
500,C14orf1,CCDC12,POLRMT,NECAP1,RASAL3,ACP1,HNRNPL,C19orf33
501,CTCF,RNF149,KLF6,SLA,CELF2,CCT4,MAPKAPK5-AS1,MAGED2
502,BCL11B,SNRNP70,FLI1,SERGEF,MYLIP,ACTR2,C6orf1,LAT
503,PARP10,ATG4C,NAA38,CLK3,FBXW5,NAGK,TMEM248,FAH
504,FOXO3,GPI,OSGEP,LINC00649,S1PR5,DRAM2,IL13RA1,ADAM19
505,ICAM3,GLO1,RAB7A,CCNG1,UBXN4,RTN4,MAFB,MAZ
506,HNRNPUL1,KRCC1,ARFGAP2,UBE2G1,C11orf21,COMMD3,PPP2R3C,PTPRA
507,GATA3,RALA,VOPP1,LRIF1,HMGB1,MCL1,INPP4B,UBALD2
508,CHMP3,PSMA5,MCUR1,NDNL2,SRPR,SET,SPPL3,TBXA2R
509,CMTM8,IFI27L2,BLOC1S4,JAKMIP1,KIAA1715,ERGIC3,USF2,ARRB1
510,IFIT3,CCDC124,YWHAB,MORF4L2,PRDM2,PRPF31,SCNM1,BIN2
511,IFT20,COA1,HNRNPR,NOL8,SIGIRR,RPS12,AP2M1,RPA1
512,SMIM12,HHEX,SNX5,GPANK1,RASSF5,RAC2,ARHGAP4,MRPL23
513,SELT,EEF1G,TEP1,ILK,ANAPC16,TOLLIP,DDIT4,N4BP2L1
514,HSPB1,RTN3,RP11-589C21.6,FBXO8,TSPAN32,ASB1,C17orf49,LINC01003
515,CMC2,PEA15,RRAS2,EIF4E2,SEC31A,HCK,HDAC9,GUCY1B3
516,RNF25,MRPS36,TGOLN2,FNTA,CHST2,NELFCD,CLEC11A,ISCA1
517,MYO1G,SAFB2,TMX4,F8A1,KLF10,MED11,HM13,IFRD2
518,ID3,TMEM14C,C20orf196,ZNF101,CCDC47,MIR142,C9orf89,MRPL14
519,ATP6V0E2,GSDMD,UBA6-AS1,RPL27A,SF3A3,TMEM179B,SLC3A2,SLC39A3
520,AMD1,SLC25A5,HAGH,IL16,RABGGTA,TAOK3,DCTN6,ATP6V1G1
521,RP11-18H21.1,CASP8,YPEL3,SLC20A1,MAP3K8,CD300A,TRAPPC13,SRSF6
522,PPP3CC,PPP1R7,TACO1,IER3IP1-1,CD38,FBXO41,SLC38A10,CRIP1
523,RILPL2,SMARCD3,PRAF2,CSK,GABARAP,RRAGA,L3MBTL2,ABHD11
524,ANXA11,LYAR,UBALD2,FAM46C,PITPNC1,PDIA3,AP3S1,PSMC4
525,SEPHS2,OAS2,ADK,REXO4,AUP1,RBMS1,CANX,NDUFA13
526,CAPN7,NKTR,DUSP18,DNAJB1,IFITM3,CYBB,RP11-1143G9.4,RNF8
527,SLC25A38,DPF2,HSPA4,TMCO1,POP5,TAPBP,ARL1,PCP2
528,C12orf76,LAGE3,FAM53C,CHD8,TMEM126B,IRF2,ZNF593,HIST1H2BD
529,GIMAP1,LSM10,ZNF292,TSSC1,UTP3,ATG3,TOMM22,H2AFZ
530,PPP1CC,NME1,SMARCE1,TMBIM6,SMIM20,SMIM7,SMU1,RTN3
531,FAM162A,QKI,DHRS1,VPS13A,COMT,RPN1,GUK1,HTATIP2
532,RNF34,GON4L,MRPL20,MAP2K2,C6orf48,MIIP,RUNX2,CDKN1A
533,PARP9,C17orf89,ORMDL3,XRCC5,ARL6IP5,DERL2,FCHO1,STK16
534,EXOC7,TMX1,PPP1R14A,RHNO1,C19orf66,WDR55,S100PBP,GNB1
535,TNFSF10,SNRNP25,SEP15,ASB8,PTPN4,AC010642.1,RNFT1,ASB8
536,LILRB2,MYO9B,USP12,UBL5,VIMP,ORMDL1,CDKN1B,ENO1
537,NUCB1,FCGR1A,CDCA7L,ATP6V1E1,AGPAT6,COL4A3BP,TBC1D1,YWHAZ
538,NPM3,PLEKHJ1,UBA5,PCGF5,LRRFIP1,SNHG8,C12orf45,GTF3C6
539,FARSA,PBX2,BNIP2,MAP2K1,SUPT4H1,IDS,ALDH9A1,PTTG1IP
540,C21orf33,OGFR,ATRX,ERCC4,GABARAPL2,SSNA1,RPL22,AP2A1
541,TBC1D4,FAM105A,SIVA1,RMDN1,AKR1B1,YPEL5,MBNL1,SH3YL1
542,ABRACL,CD46,RP11-343N15.5,P2RY10,SLC44A2,SLC35B1,ITGB2,PDCD10
543,EFCAB14,STK25,PARP14,FKBP8,TXK,TRIM13,NBEAL1,RP11-197P3.4
544,ARL6IP5,PYURF,RBM5,SUN1,MRPL20,ASCL2,DDAH2,RP11-475O6.1
545,FASTK,CCDC94,CCDC59,MED13,KLHL28,SLC44A2,GHITM,DUSP22
546,USE1,EXOSC4,RP4-758J18.2,DAP3,OLA1,PYCARD,PPP1R14A,CXorf23
547,CCDC124,ARFRP1,WSB1,XAF1,CFDP1,DDX46,SPINT2,FAM63A
548,COMMD9,TMEM50A,MCM5,TSNAX,FGR,ATM,SH3KBP1,RP11-192H23.6
549,DRAP1,CHTF8,FCRL2,PGAM1,MPPE1,SH3GLB1,MTDH,RP11-319G6.1
550,ATP5G1,IFIT3,RP9,HADHA,MACF1,CASP5,LYPLA1,LACE1
551,ZNF146,RAB34,P2RY10,MT-CO3,MRPS30,TMEM167A,SUPT20H,MCM4
552,P2RX4,RSBN1L,ARPC5,TMEM109,HDDC3,SNRPF,MLF2,SPNS1
553,C1orf43,HNRNPAB,TNFAIP8,KRT10,ARL5A,TSPAN33,NDUFB5,TUBGCP5
554,ANAPC5,TERF2IP,MRPL47,CPNE2,COX7A2L,SNAP23,MRPS18C,SCLY
555,MAT2B,ALOX5,RECQL,ITGAL,COPZ1,NLRP1,IQGAP1,CPNE5
556,RAD21,DGCR6,PSMD14,ADAR,CYC1,EIF3H,IGSF6,GP6
557,PRKCQ-AS1,WDR13,PAX5,DCAF6,MTCH2,CD2,PID1,MCM9
558,SUMF2,MRPL33,PA2G4,TMEM106C,ABHD13,MRPL52,DCTN1,APOM
559,ZNF683,TMEM154,POLR2C,PLRG1,NXT2,PSMD6,DNAJB9,CCDC71L
560,FLAD1,MRPS6,IFI35,COMMD1,TSTD1,RBMX,KIAA0922,CLK2
561,TNIP1,PSMB5,LYRM1,OSBPL8,AMZ2,BEST1,CTC-444N24.11,UPF1
562,TCP11L2,GPX1,LRRIQ3,C11orf58,GGNBP2,NDUFV2,MTCH2,APOA1BP
563,CCDC66,ACOT8,BOD1,DDX3X,PDCD10,UTP6,SOAT1,TRAPPC11
564,TMA7,TMEM66,DSCR3,NUDCD3,FMNL1,JMJD8,MRPL23,CD3EAP
565,TPK1,MID1IP1,DDX39A,RSU1,SMARCB1,CHCHD1,SURF6,EGLN3
566,MACF1,RSRC2,SPIN1,DAD1,CAMLG,TTC3,SPAST,WWC3
567,CEP68,VTI1A,DCAF13,EPS15,TRA2A,PLAGL2,CHPT1,MCM2
