,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
287,C14orf166,PLBD1,NDUFS7,COX7A2,TGFB1,RAB2A,NGLY1,GNPTAB
288,CD47,CBX3,IFNGR2,CHCHD10,EEF1A1,ACTR3,ALKBH7,FHOD1
289,RAB34,SF3B14,LINC00936,TBCA,UBE2D2,LSM1,LAP3,KIAA0125
290,EMC4,FOLR3,TMEM156,CD3G,TMIGD2,LEPROT,TRAF4,UBL4A
291,RBM6,CCDC23,LSM7,HMGB1,DCTN3,DARS,TMEM109,SMIM5
292,NEDD8,QPCT,UNC119,RAB9A,CD96,TMEM258,YIF1B,SIAH2
293,PBXIP1,CYTH4,LYL1,CHMP5,SH2D1B,SOD2,C9orf16,HIST2H2BE
294,EIF3H,SLC11A1,PIM2,CMPK1,CCDC28B,ARHGDIA,CD164,ARL5A
295,PSMB10,NDUFB7,SIGLEC10,SLA,GLO1,DDIT4,MPEG1,P4HB
296,ANXA11,ARHGEF40,WDYHV1,MYL12B,HNRNPM,GZMA,CSF2RA,THAP11
297,RPS12,CRIP1,MAF1,SSU72,SUMO2,ATP5G3,TSPO,GATA2
298,LINC00176,EIF4EBP1,XBP1,ABHD14A,MALAT1,C9orf16,FES,SENCR
299,IFI6,SMC4,BACE2,C11orf48,RP11-66N24.4,HSPA8,DPP7,REEP5
300,ARGLU1,IFNGR1,NUP54,POMP,MYO1F,ATP6V0E1,ATRAID,ATP5B
301,TNFSF10,HIST1H1C,DECR1,PRNP,STAT6,CLEC2B,SPI1,LCN2
302,RBM8A,NMI,CASP4,MT-CO3,MOB2,MT-ND4L,OFD1,TPI1
303,USP14,ERI3,RPL38,CASP4,UBA2,PLEKHO1,RNF5,UBXN11
304,SIT1,SEC62,TKT,NANS,ACTG1,ARL4A,PQBP1,COTL1
305,API5,PRAM1,ANXA7,PAPOLA,SQSTM1,CIRBP,ST3GAL4,ARG2
306,CRIP2,SERTAD3,METTL21A,S1PR4,PDLIM2,DUSP6,CCNL1,EIF2AK1
307,PPT1,GNAS,UBE2L6,CHST12,LGALS1,ARHGDIB,ZDHHC12,PREB
308,IDH3B,RSAD2,TMEM9B,MRPL51,PRPF8,ARHGEF1,SNRNP200,NDUFA4
309,EIF3E,MIEN1,CCT4,POLDIP2,DNAJC19,CEACAM4,EIF3I,CCNG1
310,SRP72,GMPR2,NOTCH2NL,KRT10,PPP1R15A,MRPL23,DNAJC7,LINC00152
311,SERPINB6,MRPS12,PSMC6,TRNAU1AP,POLR3GL,MGST3,TIMM8B,MPC2
312,ARHGAP15,PSMD7,BIRC3,IQGAP1,TRMT112,CUTA,RGS19,YPEL5
313,PIK3IP1,PPM1G,MMADHC,ATP5B,WBP2,LPCAT1,CUEDC1,RIOK3
314,DCXR,SOCS3,LIMD2,COA4,SEPT9,IRF9,FBXO6,SSR4
315,KIAA1551,THOC6,ATP5L,NDUFAF4,TAPSAR1,NCL,DNAJC4,SCFD2
316,RPS18,S100A12,NHP2L1,RPS4Y1,SYF2,C1orf63,DHRS4L2,ANP32B
317,C19orf52,ODF3B,TIFA,DNAJB1,HLA-F,DDX50,ZDHHC16,SNX6
318,SMARCA4,SSR3,SMS,AC092580.4,APOA1BP,IDO1,MRPS7,CMIP
319,BIRC3,LILRB3,CALCOCO2,HLA-F,GGPS1,PPP1R9B,PDCD6,TESC
320,ZNF32,TMEM147,PARP1,WDR83,SKP1,CIB1,TIFAB,KIF2A
321,STT3A,PSMB3,ERICH1,MYLIP,LSM2,PARVG,CD33,MMP24-AS1
322,CGGBP1,COQ7,HBP1,APBB1IP,COMMD7,CALM2,SMIM5,TCEB2
323,HMGN3,NCOR1,HOOK2,RSU1,ZBP1,APEX1,C20orf24,RSPRY1
324,OPTN,PTPRA,BLK,KLRG1,POLR2G,CKB,RRBP1,YY1AP1
325,CCZ1,NDUFB8-1,ARF6,C11orf58,RTFDC1,FCN1,SLC25A3,MRPL20
326,GSDMD,MARCKSL1,DGKA,IFRD1,PSMA5,ALKBH3,FUT7,EDF1
327,DGCR6L,SPG21,LCN8,LSM7,CIAPIN1,NUDT16,BTF3,DAD1
328,DEDD2,GIMAP7,PPHLN1,SEC61B,TMBIM4-1,EIF4G2,RASSF4,LAT
329,ITGA4,SRP14,DDX24,ADSL,AURKAIP1,BSDC1,ATP5D,C1orf198
330,NHP2,ARRB2,ATP6V0E1,TLE4,DDX39A,MYOF,RGS10,hsa-mir-1199
331,RP11-291B21.2,ARPC3,TLR10,SNRPG,PIN1,SPG7,GLRX5,U2SURP
332,STK10,MRPL54,GADD45B,JMJD6,CCDC107,TAF10,MLEC,IMPDH1
333,RPS11,HNMT,ZNF331,MRPL32,CCT8,VAMP2,NDUFS6,MRPL21
334,JTB,TIMM17A,SAMD9L,LITAF,TRABD,SIVA1,TOR3A,JUND
335,EPSTI1,STX11,ICAM3,PLEKHA3,SHKBP1,MFSD12,SPG11,COX7B
336,RPL32,EIF3D,U2AF1,NKAP,MOB3A,SHMT2,MED28,BIN2
337,ARL6IP4,RPS4Y1,IL6,TRA2B,DDIT4,MRPS15,TPM2,PTGIR
338,SNRPC,SEC61B,SIVA1,RBM3,TOMM22,GGNBP2,IFNAR1,ADI1
339,ORC4,COA6,WHSC1L1,CCL4,GADD45B,CNBP,C19orf10,VKORC1
340,PTGER4,SF3B1,ZNF3,DENND2D,RHOF,DDX23,RPS28,NBPF10
341,TALDO1,HLA-DMB,SEPT1,RNF126,IFNG,TPMT,KRTCAP2,CMPK1
342,C19orf60,CAP1,ATP6V0B,PRR13,SH2D2A,GBP2,IL3RA,H1F0
343,IMPDH2,PLCB2,TSPAN13,G6PD,STUB1,HOOK2,SFPQ,CEBPB
344,TCF7,CITED2,COPS6,STAMBP,GLIPR2,PRKCB,SNX3,EMC3
345,HDAC1,KAT8,PPDPF,FXR1,MCL1,SNX17,EMC10,SPCS3
346,ZYX,YBX3,NAAA,ST3GAL1,RNF213,POLR2C,MTPN,HGD
347,ATG12,ADSL,CAMK1D,MRPL28,EED,THRAP3,CTBP2,PRKCSH
348,PSMD4,ALKBH5,CBL,S100A10,COX4I1,CCT6A,RNASEH2B,HLA-E
349,TXK,SLTM,TPM3,PFDN6,EMC3,TXN2,LARP7,HSPB1
350,APH1A,ATF6,CEPT1,MRPL9,DYNC1H1,CCDC85B,PTPRE,DSTN
351,EWSR1,POLR1D,GID8,PSMB3,SON,CD53,SOX4,AP2M1
352,EIF4A1,ARHGAP9,CTSH,CHCHD5,MAPK1IP1L,METRNL,VPS51,TYMP
353,PMAIP1,AIP,REL,HOPX,IFI44L,LILRB2,DHRS7,NPM3
354,PHF20,ILF3-AS1,BCAS4,GLRX,DRG1,TCIRG1,ARPC5L,KCTD20
355,RGS19,RPL5,SMAGP,CD160,ADSS,PSMB8,NUBP1,ZFP36L1
356,IFIT3,C11orf83,TNFRSF13B,CD2,KLF12,TPM4,RPS3,FRMD3
357,ATP5O,AUP1,MAP3K8,SDF2L1,GSTP1,TRIM5,TAF11,RILPL2
358,MATR3,LMNA,KMT2A,LAG3,XPA,SARS,NHP2,TMEM261
359,ANKRD12,SUCLG2,TMEM154,C15orf57,UBL5,ZFPL1,MYD88,EPB41L3
360,TBC1D10C,TXNL1,MBD4,LINC00116,SRSF4,C1orf123,APEX1,TMEM9B
361,USP30,FLNA,KIAA0930,ARPC5L,CIB1,HMGA1,TMEM59,CISD3
362,PSMD13,DNAJC7,TCF4,SPOCK2,LAT2,SPAG7,PFKL,SERPINB6
363,DNTTIP2,CXCL2,ARID5B,LAMTOR4,CEBPD,VCP,SUB1,TMEM109
364,H3F3B,AGTRAP,IFI30,CNPY3,CCT7,LCP1,ATXN2,TUFM
365,KLHL6,TMEM141,GRB2,RBM14,ITGB1BP1,SAMHD1,LAMP5,ATPIF1
366,C2CD4D,VDAC2,ACTR3,PGAM1,ECH1,C1QC,BZW2,SERPINE2
367,SNRNP200,AOAH,IFI44L,PCID2,BFAR,TPGS2,ALG2,PCP2
368,TUBA4A,GNB2L1,BLOC1S4,TPT1,MIDN,RBM8A,MTCH1,PSAP
369,NUP107,RAB28,BLOC1S2,NSG1,TXNL4A,NUCKS1,ZBTB7A,TRAPPC1
370,RCAN3,PFDN6,SMIM11,ARL14EP,CTSA,RASAL3,PSMA3,WIPI1
371,MAT2B,EVI2A,STK4,YBX1,BZRAP1-AS1,SHISA5,BZW1,LYPLAL1
372,CCDC124,PGK1,DAZAP2,BEX2,ARL2BP,C17orf62,DCXR,SERPINA1
373,MRPL33,MYCL,RALGPS2,NCOR1,TMEM104,PAF1,PPT1,ALDOA
374,GIMAP1,ANAPC5,ARL2BP,CKLF,MARCKSL1,PSIP1,TNFAIP3,FAM65B
375,SPG21,SDF2L1,HHEX,CMC1,SCRN2,PAIP2,ATP6V1F,MFNG
376,SBNO1,CD1D,ITGA4,DAD1,SRP72,ANXA6,STRAP,ATP2A3
377,MRPL18,BAG1,DEGS1,IL16,FAM49B,ATP5C1,BLOC1S1,RNASEH2C
378,ZFAND2B,NDUFA8,RBM17,SETD3,TUBA1B,RAC2,BLNK,LSM1
379,APBA2,MAP3K1,ZNF207,GRAMD1A,ARHGAP25,PSMB9,PICALM,CLTA
380,UBE2L3,SLC2A6,HIRA,DUSP23,ASCL2,NFATC2IP,GYG1,MYLK
381,EIF4B,XRN2,NFKBIL1,TGFBRAP1,TMEM18,ATP6AP2,FOSB,SEC14L5
382,TAP1,PNKD,ATG10,ZC3HAV1,ARL5A,C9orf78,IGSF6,CTDSPL
383,KIAA0922,PTOV1,MTPN,LETMD1,CUTA,TRNT1,ATP5B,C7orf49
384,OGG1,RP11-139H15.1,DEXI,B4GALT3,TMEM9B,PSMG2,MTDH,PSTPIP2
385,RPL37,DGCR6L,ZFAND6,SSBP4,GTF3A,EMP3,CLTB,NDUFA6
386,TXN2,TMEM173,TMEM2,SH2D2A,BUD31,HAGH,NDUFB8-1,MSN
387,SAMSN1,TRAPPC2L,TMEM50B,REST,TMEM128,GMFG,NBEAL1,TIMM13
388,CANX,RPA2,AIMP1,PSMD8,MRPS6,DEK,C10orf54,PHPT1
389,PDCD6,MRPL32,CLK1,TSEN54,CELF1,GIMAP6,HNRNPC,UPF3A
390,MRPS18C,GGCT,BTF3,RAB11B,IDH3G,MAP3K3,MGAT1,KIAA0513
391,TRPV2,RBM3,RP11-347P5.1,EZH1,BZW1,DAP3,YIF1A,ABTB1
392,LIMS1,P4HB,TRAPPC12,RP11-220I1.1,ALKBH7,ARNTL,NFKBIA,PYGL
393,SF1,NDUFV3,PBDC1,MGRN1,PSMD7,ASB1,C14orf2,MTFR1L
394,USP33,CNOT2,EZR,TUBG2,PSMA6,ATP5A1,PRCP,ITGB3
395,SLU7,HMOX1,FGFR1OP2,CD53,ZNF83,CCL4,PLK3,ARF5
396,SENP6,HNRNPD,ENSA,ATG3,FAM65B,C5orf56,RABGGTB,MT-CO3
397,DSCR3,SCCPDH,CWC25,TSPO,SPPL2A,NT5C,EPC1,TAX1BP3
398,RASSF5,TRAF3IP3,NFKB2,STXBP2,DDX17,IDH3A,COX5A,FKBP8
399,MVP,MARCO,NAT9,SLBP,TSC22D4,TSTA3,PSMB3,R3HDM4
400,AIP,SCPEP1,FMNL1,PTP4A2,KAT6A,NXT2,RHOG,PDCD10
401,SHISA5,USP4,DNAJC10,TMSB4X,SRRM2,VIM,TPP1,FHL1
402,NSA2,NUMB,THAP7,ASB8,RBM25,NAPA,TMEM251,TNS1
403,ID3,ZNF277,NGDN,TBC1D1,UXT,CTSL,IRF2BP2,CD47
404,SSR4,SRI,NDUFS2,CHCHD7,UBE2N,CTSB,IRAK3,YY1
405,MOB2,RAB4A,RNPS1,RAN,ITPA,DCTPP1,TCEA1,GTF3C6
406,EXOC7,NEU1,SLC25A24,TMCO1,FBXO6,C21orf33,RAB5B,ZNF24
407,EVL,CD300C,ASF1A,SFPQ,ATP5F1,NOL7,MAGOH,NASP
408,HSD17B10,MZT2A,CHCHD10,RCN2,APOBEC3C,TNFSF10,SEC13,CLIC4
409,NDUFB4,OCEL1,SHMT2,TC2N,SNF8,COX5A,XAF1,DERA
410,TUFM,PSENEN,ATP1B3,KPNB1,LASP1,EIF3L,MSRB1,SERP1
411,WIBG,CHAF1A,CSK,SEPT7,HBA1,MVP,USP7,TRAM1
412,NDUFS3,CHMP2B,IQSEC1,FAM173A,MBP,C16orf87,NUP210,TNNC2
413,RP11-18H21.1,RRP7A,ARPC1A,MAPRE2,TCF25,AIMP1,MLF2,RP11-1143G9.4
414,LEF1,EMC7,EIF1B,YPEL3,HERC1,MAFB,SPCS3,YWHAZ
415,SLC38A2,PAFAH1B2,BLNK,ACBD6,LAIR1,SH2D3C,CDC37,AC078883.3
416,PDK2,SERPINB6,TEN1,HN1,MAPK1,FMNL1,GALK1,YIF1B
417,FIP1L1,LCK,TREX1,YWHAH,YIPF3,ALKBH7,TOMM22,SPRYD4
418,TRAM1,TCF7,ATF2,DUT,ARF1,C19orf70,CANX,HTATIP2
419,RNF25,ELP5,ATP1A1,OSBPL8,JTB,C11orf21,RPRD2,ACP1
420,PHF5A,CDS2,BCL7A,ZBED5,CD2,BST2,SERINC2,LRPAP1
421,CCDC85B,CAPZB,MRPL28,LCP1,TRIM22,DRAM2,BANF1,VASP
422,DGUOK,MLX,DNPEP,PSMF1,ARL6IP5,ATG4B,BRD4,PPCS
423,PTOV1,AP2B1,ADD3,SRP19,MIF,COMMD5,TNFAIP2,CX3CR1
424,LGALS1,RNF114,ARL6IP1,RSAD1,BCAS2,HCK,CCND3,MTDH
425,COX8A,FADS1,S1PR4,SERGEF,ARHGEF1,GLTSCR2,DNMT1,FURIN
426,PRKRA,SAR1B,ERGIC1,UBE2G1,MRPL17,VGLL4,APRT,MFF
427,NMRAL1,DECR1,MRPL16,UFC1,NRD1,TAPBP,IL6R,RP11-254F7.2
428,C1orf43,IDI1,CTC-228N24.3,LCK,GHDC,FUS,ACP1,RTN3
429,TMA7,LFNG,ABHD13,OS9,WDR83OS,PSMA3,AP2M1,GP6
430,PPP1CC,SPTLC2,VPS72,PLEKHF1,FKBP11,BAG5,TCF25,TBC1D20
431,YTHDC1,GSTO1,MDH1,PRPSAP2,C11orf31,MYL9,CPVL,ANKRD10
432,CSTB,CORO1B,PMAIP1,GMPR2,TRA2A,FGL2,SLC15A3,NHP2L1
433,BTN3A3,JUN,DNAJC15,YME1L1,EIF2A,COPS5,DAD1,PTTG1IP
434,MOAP1,LACTB,RCN2,CCNH,SH3GLB1,C4orf27,POLR2E,EGLN3
435,LSM14A,NDUFS8,CD180,CDC37,CMC1,SMIM7,ERCC1,STOM
436,CHRNB1,RNF181,NDUFB5,CHMP1B,LMAN2,MS4A4A,POP7,UBAC2
437,BPGM,RNF149,GPR183,DIAPH1,BNIP2,METTL23,RAB1B,MBNL1-AS1
438,RNF6,SHKBP1,ARAF,DEF8,ENSA,PIK3IP1,SYNGR1,PACSIN2
439,SMIM11,SEMA4A,LSM10,MYH9,RPA1,PRPF31,ATIC,RPA1
440,IL2RG,TMEM167B,POLRMT,OFD1,RASGRP2,TBRG1,TIMMDC1,SNAP29
441,PRPF40A,PRDX5,C11orf58,CLK3,MSH3,ATP6V0B,ETHE1,LINC00938
442,CMTM8,RP11-211G3.2,GGA2,RFNG,GOLGA7,SNW1,BCL11A,CTTN
443,POP5,WDR13,UPF3A,PXMP4,CHCHD2,PILRA,SVIP,TBXA2R
444,ATP5G1,CWC15,PA2G4,ARPC4,GRAP2,LEPRE1,TMEM203,PLEKHO1
445,RAB2A,MT-ND4,KXD1,NUDC,UBE2F,DERL2,PTCRA,ATP6V1G1
446,ITGAE,SUMO1,GRAP,SET,STOM,RAB4B,CSNK2B,PPCDC
447,CDKN1B,RP11-796E2.4,MALAT1,CAP1,TARDBP,CD68,MTHFD2,SNRPD3
448,SEP15,TBXAS1,KRAS,P2RY10,KIAA1715,MCRS1,SLC3A2,SRM
449,LMNA,USP15,B2M,ZDHHC6,MOB4,XAF1,CCNB1IP1,MX1
450,NDUFA1,HDAC1,BECN1,KDM2A,ITGB7,HSH2D,L3MBTL2,SELK
451,GPBP1,CSF1R,FLI1,KRCC1,SRPR,PIK3AP1,NSUN2,HMHA1
452,NOC4L,DNPEP,KIAA0125,NOB1,PRDX4,METTL3,TMEM167B,H2AFZ
453,GATA3,ATP5J2,MPP6,YWHAB,KRTCAP2,GRINA,SH3BP2,WBP5
454,CDC73,RNPS1,TPD52,CYB5A,ATP1B3,GNB2L1,RPL22,MAP7D1
455,RPA2,SNRNP70,DCAF8,S100A11,NPRL2,MYO1G,SUPT4H1,BNIP3L
456,HK1,ATP6V1F,RP11-428G5.5,MPRIP,C1orf21,EIF5AL1,EIF4G2,TOPORS-AS1
457,TCP11L2,ZFAS1,CTA-250D10.23,MINOS1,SLFN12L,PSMD6,ZNF593,ARMC10
458,RHOG,CD93,GNAI3,CNTRL,RAB18,CD2,TMED9,EIF4G2
459,SUCLG1,CUTC,DOPEY2,XRCC5,EHD1,CAPNS1,DNAJA1,TM2D2
460,FBXO3,ELOF1,ACBD3,PSMB1,LPCAT1,UQCRFS1,RBM39,CARHSP1
461,ETFB,CCDC47,EIF5AL1,LRIF1,BSG,TAOK3,CPSF6,COMMD5
462,IFIT1,TRIM28,SNX10,TMBIM1,QARS,LAMTOR5,LINS,CTDP1
463,SAMHD1,TGFBI,CAMLG,CPNE2,PTGDS,COMMD3,TBCA,LINC01003
464,RBCK1,SQRDL,STRBP,UQCR10,TMEM208,GPBAR1,PDIA4,TSPAN33
465,SELT,PGRMC2,C12orf10,CDC25B,C16orf13,SNAP23,MEN1,CHST12
466,RBBP6,STOML2,GPR18,GPANK1,NUTF2,SGK3,TMEM248,RPL24
467,SNHG15,VCAN,DRAM2,CRIPT,IDH2,ENHO,BABAM1,GUCY1B3
468,VASP,PSMF1,SMARCE1,VPS29,UCP2,HLA-DQB1,RP11-489E7.4,PLEC
469,OLA1,SEMA4D,GDI2,PNPT1,PLA2G16,RGS19,AMD1,KCMF1
470,CEP68,PARK7,STXBP2,FKBP8,PYURF,CNIH4,H2AFV,ARF4
471,CSNK2B,LSM10,ZNF92,NAA10,TSSC4,PITPNM1,SH3BGRL,TUBB4B
472,PTRHD1,SEC61A1,OSGEP,CCSER2,SHARPIN,CD302,C20orf27,SSX2IP
473,ATP2B4,TMA7,LINC00938,OGT,DCTN2,CCT4,MRPL23,BICD2
474,ATP6V1B2,EEF1D,LINC00909,PFDN1,PCBP2,TPD52L2,UBE2D2,UBALD2
475,PCNA,ARFRP1,CYTIP,DDX19A,NFU1,PANK2,SURF6,MRPL23
476,ATP6V0E2,KDELR1,PRAF2,PET100,CSNK2A1,ARIH2,SPIB,CRIP1
477,MYO1G,SPINT2,ARHGAP4,MORF4L2,IFT20,TOLLIP,YWHAZ,FYB
478,RNF167,WAPAL,TNFAIP8,NRBF2,TMEM41A,JMJD8,FAM20B,COX6A1P2
479,CTNNBIP1,GCA,TIMM22,CDV3,LAMTOR5,WDR55,TMA7,TIMM17A
480,RNF149,PDCD2L,DDX17,SUMO3,CHST12,PCBP1,FBXW7,SNRPD2
481,PSMD14,PEA15,RP4-758J18.2,RBM25,CALR,IL12RB1,PRKCSH,RBM38
482,PRKCQ-AS1,WSB1,NUDC,SNX5,HDDC2,CSDE1,NDUFS7,LRRC25
483,SPAG7,SORL1,UBALD2,GLTSCR2,ODF2L,TPM1,CARD11,SRSF6
484,CDC40,BANF1,HIST1H2BK,VPS13A,ASMTL,LRP1,CCDC107,CORO1C
485,GPN3,PSMC2,TBCA,ATG5,TMC8,GNPAT,DDAH2,SVIP
486,FMNL1,MANBA,CYBB,GMFG,KIF5B,TMEM167A,SMPD3,SSH2
487,CNBP,STK25,POLR2C,TFPT,MIB2,PGP,C2orf68,N4BP2L1
488,RPL39,OSTC,PNN,FAM46C,TPGS1,ASNSD1,MRPS14,ANKRD9
489,RCSD1,SUMO2,NAA38,TRAPPC3,GPATCH4,TSPAN32,UBE2Q1,PCID2
490,HCFC2,PRKAR1A,PEX3,TIMM17A,TAF11,CSF2RB,REL,C6orf226
491,CREM,GON4L,CARHSP1,ILF2,FDPS,RTN4,SIRT2,PPM1N
492,CTCF,SNORD3D,CYTH2,RPL7L1,STX10,IRF2,FAM96B,EMP3
493,SLC25A6,IFRD1,SMC6,MZT2B,RBM39,RABL2B,PPP1R14A,DUSP22
494,EEF1E1,OSTF1,SLC2A3,COMMD1,SPN,HNRNPF,SMU1,MLH3
495,CHMP3,NKTR,USP6NL,M6PR,CD99,KDM3B,HDDC2,SF3B4
496,FARSA,LINC00847,C1GALT1,DHX30,LYRM2,CD300A,NME3,ATP6V1F
497,COX5B,EXOSC4,NCOR1,UBTF,NBEAL1,AC010642.1,CCDC69,MPG
498,FOXO3,COA1,RP5-887A10.1,BIRC6,EAPP,ATP5B,STX4,ABHD16A
499,AMD1,CDK5RAP3,BEST1,PNKD,AHNAK,CHMP2A,ITGB2,RGCC
500,HSPE1,COX14,USP8,RRP15,YPEL5,LILRB4,C12orf45,ARRB1
501,ARF6,HMGN2,RPL41,ABHD14B,GLG1,LRRC47,MBNL1,AC144652.1
502,PARP10,PDCD6,UPF2,MTDH,IDH3B,ARL5A,HM13,AFAP1L2
503,SPG20,CASP8,KCNG1,MRPS14,FBXW5,NIPBL,ATP5G1,MPHOSPH8
504,TPK1,CCNL2,PARL,SPN,CYB5B,CNDP2,ATXN10,CDKN1A
505,SCAI,IFI27L2,EWSR1,CHIC2,MRPL20,PFDN5,PRDX3,ALOX12
506,ADSS,DUT,VOPP1,EIF4E2,PPP3CC,LYL1,HDAC9,MAZ
507,HNRNPUL1,HNRNPAB,ORMDL3,DDIT3,IRF7,FDX1,NDUFB10,ISCA1
508,FAM162A,KRCC1,SCOC,CTD-3184A7.4,STIP1,SSNA1,MEF2D,TNFAIP8
509,USE1,GPI,ANP32A,RHNO1,ATP6AP2,IAH1,ZNF296,NDUFA13
510,CORO1C,MTIF3,ADH5,ADAM8,INTS10,SEH1L,HMGN3,ABHD11
511,TBC1D4,MRPS36,IL4R,AIM2,SNW1,NDUFS5,RNASEH2C,VPS28
512,ATP6AP2,CCDC124,DUSP1,METTL8,SASH3,PYHIN1,C17orf49,MRPL14
513,HSF1,TMEM50A,TRA2A,C18orf21,HNRNPA3,HDDC2,MAF1,STK16
514,CCT3,WDR45B,HSPA4,NCK1,MARCH2,EMC4,FUOM,GRSF1
515,NPM3,SMCO4,SNW1,SSBP1,ERBB2IP,EIF4E2,IL13RA1,GOLGA2
516,BCL11B,RALA,MCUR1,NDNL2,PATL2,DESI1,SDHAF2,RABIF
517,PARP9,PSMA1,IRF1,PABPC4,RNF115,U2AF1,CHPT1,PHB
518,TDP2,LAGE3,C20orf196,RRS1,EIF2S1,AP4M1,AP3S1,PDZK1IP1
519,ARID5B,SIAH2,ARPC5,NUDCD2,TBX21,MED11,PKM,RNF44
520,FBXL12,PDHB,IFI35,TXN,WDR1,CLSTN1,GUK1,SHFM1
521,EIF2S2,PSAP,UBA5,ATP5G3,SPTSSB,LENG8,MRPS18C,CHMP1B
522,CBX6,UQCRC1,DCLRE1C,SMDT1,SIGIRR,TYMP,PID1,FASTK
523,HSPA8,CMTM6,MFF,ALG5,EID1,PTP4A2,SRSF4,MCUR1
524,VDAC1,MRPS6,PHF14,MRPS10,HNRNPU,ARL6IP1,TMEM256,RAB11B
525,SCGB3A1,GLO1,CRNKL1,BLK,AP2M1,DDX54,TTC17,FCGRT
526,MT-CO3,NME1,SERBP1,TSSC1,COX7A2L,ATM,SNRPE,GPR108
527,ALKBH5,HHEX,DDX39A,NOL8,ZNF326,RRP9,SPAG7,LSMD1
528,SNAPIN,PDAP1,SNX5,SLC25A5,UNC50,TXNIP,UROS,APOA1BP
529,PRKACB,SNRNP25,NT5C,TNFSF13B,N4BP2L1,COMT,ACYP2,PTBP3
530,RAB5C,QKI,DSCR3,MAP3K7,REXO2,LINC00309,ARL6IP6,ADAM19
531,ICAM2,CCDC12,CFLAR,ILF3-AS1,LY6E,SFT2D1,RCAN3,RNF141
532,CNIH4,PYURF,YPEL5,NDUFA7-1,PDCD10,CDKN1C,PEF1,MTHFD2
533,CCT4,LINC00493,TACO1,MAGOHB,MYLIP,AMICA1,PNOC,VIL1
534,ACTN4,CCDC94,DAPP1,TMEM14C,MAD2L2,TTYH3,HEBP2,CHIC2
535,HEXA,MKKS,TGOLN2,RABIF,CELF2,TTC3,USF2,HMG20B
536,FAU,TMX1,SLC25A14,MRFAP1L1,VPS4B,GTF2A2,COX7C,TNFSF4
537,ODC1,NCF1,PARP14,GGCT,GIMAP2,RRAGA,KMT2C,ANK1
538,CCT6A,CHTF8,MRPL43,UBE2A,DDB1,PTPRE,MAFB,RP11-85F14.5
539,SOD2,RAB34,MYC,SMAD2,MAF1,KDELR2,ARL1,AP2A1
540,ZC3H14,MYO9B,TAP2-1,YARS,GGNBP2,BTG2,CLEC11A,AP1B1
541,AKAP9,GSDMD,SPIN1,CHD8,NTAN1,SPATA5,MTCH2,TRAFD1
542,EMC3,PPP1R7,USP12,DEK,RNF114,HN1,DNAJC1,PGK1
543,CAPG,MRPL33,MRPS35,KMT2E-AS1,FGR,MRPS33,EIF1AY,NLK
544,TMEM230,NRD1,ZNF292,PSMC5,UTP3,SUPT3H,MRPS21,SWI5
545,RNF166,RTN3,TNIP2,ZNF836,RWDD1,ASCL2,SPINT2,HBP1
546,BCLAF1,IFFO1,MRPL52,DTD1,ITGAE,PLAGL2,GOLT1B,ATP5S
547,CHMP2A,PFDN2,GPR137,UQCR11-1,SNHG8,NAGK,SH3KBP1,ATP9A
548,TADA3,OAS2,CTC-459F4.3,DDX3X,FYB,VAMP3,SPPL3,IFRD2
549,TUBB,RTFDC1,P2RY10,JAGN1,ATF6B,UQCRB,DDIT4,DCTN2
550,PRKCA,SAFB2,SMARCB1,RNF139,COPZ1,NLRP1,TBC1D1,TRIM58
551,PNRC1,CD46,MCM5,FNTA,ZBTB16,NELFCD,EIF3E,TMEM60
552,ITM2A,POMT1,CTSS,MID1IP1,SRSF9,KTN1,RAB4B,ZFAND1
553,IKBKE,DGCR6,NFKBIA,TSTD1,IRAK4,CD47,NDUFA1,ARHGAP6
554,IREB2,SPSB3,ATRX,PPIB,CCDC47,RNF7,NDUFB5,CD68
555,NUCB1,PSMA5,MRPL47,TRIAP1,CISD3,PDIA3,ARHGAP4,BCL2L1
556,FCGRT,PBX2,BNIP2,IER3IP1-1,TMEM243,ATRAID,TBCB,ASB8
557,RP11-432I5.1,RSBN1L,RP9,TMEM106C,HAGHL,NDUFV2,UGP2,HLA-DMA
558,RPS21,SNX2,FRG1B,VPS53,FLOT1,SWI5,FRG1,AC137932.6
559,OXNAD1,MAF1,RAB7A,ABCC10,PPIG,ITGB2,ACTR2,MOB2
560,HSPB1,OGFR,DCAF13,EIF2S1,TMEM59,RPUSD4,LYPLA1,DYNLRB1
561,NR1H2,BUB3,PUS1,DAP3,STRAP,CHCHD1,PPP2R3C,APP
562,ATP5D,ITGAX,LYRM1,TAZ,SRSF1,SMARCB1,FGD2,DNPH1
563,CNOT8,PLEKHJ1,PRKCQ,SZRD1,AC010642.1,CASP5,HNRNPL,OPA1
564,IDI1,C19orf60,UBA6-AS1,C10orf32,XXbac-BPG299F13.17,RPN1,NDUFA8,HEXIM2
565,BTF3L4,CSRNP1,FAM60A,AIM1,SH2D1A,MIIP,MIF,BSDC1
566,EPS8L2,ARF5,FBXW5,U2AF2,PHPT1,ERGIC3,C9orf89,MAGED2
567,MAGEF1,HNRNPH2,NASP,SEC63,C15orf61,SNHG8,FAM133B,EIF5
568,DPF2,LYAR,TMX4,PITHD1,MTCH2,SLC35B1,EMC3,ADA
